resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
DXME-MELI-KARI_KADXME,超声波测厚仪，测量范围0.25-300毫米,Equipment,General,台时,2.64,2.64,2.64,2.64,1,CNY,0.56,0.21,1,1,设备安装,焊接连接的安装控制,采用无损检测方法对装配焊接接头进行检测,超声波法测量金属厚度
KAME-LI-KALI-METO_KAKAMETO,磁粉,Material,General,千克,33.16,33.16,33.16,33.16,1,CNY,16.58,0.5,1,1,设备安装,焊接连接的安装控制,采用无损检测方法对装配焊接接头进行检测,磁粉检测
DXME-MEDX-KAVO_KAKAVO,电力消耗：2.48千瓦时/小时,Electricity,Electricity,机器运行时间,1.66,1.66,1.66,1.66,1,CNY,0.72,0.43,1,1,设备安装,通用设备,专用设备安装,露天设备安装
DXME-RIME-RIRI_KASAME,旧缺陷油毡地毯的剥离和粉碎设备,Equipment,General,台时,9.05,9.05,9.05,9.05,1,CNY,136.65,15.1,1,1,维修与施工工作,屋顶、屋面,屋顶、屋面,采用多层油毡卷材翻修屋面
KAPU-TO-KARI-KADX_KAVORIVO,基于高活性波特兰水泥和石英骨料的干混料，用于加固混凝土地板表面，天然色,Material,General,千克,5.86,5.86,5.86,5.86,1,CNY,30.19,5.15,1,1,维修与施工工作,地板,地板,面积超过1平方米的顶层覆盖层维修
MEME-ME-KAME-MEPU_KAKAMEPU,木地板踢脚线，截面尺寸19×54毫米,Material,General,米,8.7,8.7,8.7,8.7,1,CNY,635.33,73.0,1,1,维修与施工工作,地板,地板,板条式镶木地板维修
MEPU-RI-KASA-KAME_KAMEKANE,高强度触变性防水材料,Material,General,千克,5.34,5.34,5.34,5.34,1,CNY,437.01,81.9,1,1,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站建筑及构筑物地下部分的防水处理
MEPU-RI-KASA-KAME_KAMEKASA,防水材料（涂层）薄层半硬质聚合物水泥,Material,General,千克,41.85,41.85,41.85,41.85,1,CNY,26363.72,630.0,1,1,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站建筑及构筑物地下部分的防水处理
RISA-ME-KANE-MESA_KAKAMERI,单道岔转换器，轨距1520毫米，轨道类型R50，型号1/5，项目VSP 05.00.000-00/01,Material,General,套,320843.25,320843.25,320843.25,320843.25,1,CNY,6416.87,0.02,1,1,建筑工程,隧道和地铁,轨道装置,地面轨道铺设
KAME-LI-MESA-MERI_KAKANEDX,镀锌钢制螺纹销钉，螺纹直径M27，长度200毫米,Material,General,吨,21047.09,21047.09,21047.09,21047.09,1,CNY,4209.42,0.2,1,1,建筑工程,隧道和地铁,轨道装置,地面轨道铺设
RINE-ME-KARI-KARI_KAKARINE,R50型轨道绝缘接头组件，含两块垫片、垫条、螺栓、螺母和垫圈,Material,General,套,1298.66,1298.66,1298.66,1298.66,1,CNY,133762.19,103.0,1,1,建筑工程,隧道和地铁,轨道装置,地面轨道铺设
DXME-KADX-KASA_KATOME,电力消耗：29.7千瓦时/小时,Electricity,Electricity,机器运行时间,19.95,19.95,19.95,19.95,1,CNY,119.72,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KADX-KASA_KATOME,矿用接触式电力机车,Equipment,General,台时,82.65,82.65,82.65,82.65,1,CNY,495.88,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KALIRI,电力：消耗量 1.06 千瓦时/机器小时,Electricity,Electricity,机器运行时间,0.71,0.71,0.71,0.71,1,CNY,4.26,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KALIRI,端部回车装置用于制动坡道和倾斜坡道,Equipment,General,台时,10.19,10.19,10.19,10.19,1,CNY,61.16,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KALIME,电力消耗：0.39千瓦时/小时,Electricity,Electricity,机器运行时间,0.26,0.26,0.26,0.26,1,CNY,1.56,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KALIME,端部回卷装置,Equipment,General,台时,2.34,2.34,2.34,2.34,1,CNY,14.05,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KAKARI,硅功率整流器，用于矿井,Equipment,General,台时,2.36,2.36,2.36,2.36,1,CNY,14.16,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
KAME-NE-KARI-KATO_KAKAKAME,人造皮革,Material,General,平方米,19.41,19.41,19.41,19.41,1,CNY,2934.57,151.2,1,1,维修与施工工作,开口,开口,皮革门套包覆
KAME-LI-KASA-KATO_KAKAKALI,玻璃纤维布，445型，硅树脂浸渍，粘性，厚度0.12毫米,Material,General,10 平方米,400.63,400.63,400.63,400.63,1,CNY,4.01,0.01,1,1,建筑工程,农村建筑结构,温室与蔬菜储藏室,冬季玻璃温室
MEME-ME-KAME-KAPU_KAKARISA,松木榫接地板，厚度35毫米，宽度（不含凸脊）64-100毫米,Material,General,立方米,4392.68,4392.68,4392.68,4392.68,1,CNY,16296.84,3.71,1,1,建筑工程,农村建筑结构,畜牧建筑,在牲畜饲养栏内铺设木板地板
MERI-RI-KATO-KAPU_KAKAKAME,膨胀蛭石,Material,General,立方米,2019.92,2019.92,2019.92,2019.92,1,CNY,2080.52,1.03,1,1,建筑工程,屋顶,屋顶,屋面保温
MERI-RI-KATO-KAPU_KAKASAME,膨胀珍珠岩碎石，粒径5-10毫米,Material,General,立方米,286.67,286.67,286.67,286.67,1,CNY,295.27,1.03,1,1,建筑工程,屋顶,屋顶,屋面保温
KARI-RI-KAME-KASA,砾石,Abstract Material,General,立方米,242.69,242.69,242.69,242.69,1,CNY,249.97,1.03,1,1,建筑工程,屋顶,屋顶,屋面保温
KAME-VO-KAME-KAME,泡沫玻璃块，密度不超过200 kg/m³,Abstract Material,General,立方米,2858.08,2858.08,2858.08,2858.08,1,CNY,52988.86,18.54,1,1,建筑工程,屋顶,屋顶,用板材进行屋顶保温
KAME-NE-KAME-KADX,隔热板,Abstract Material,General,平方米,73.45,73.45,73.45,73.45,1,CNY,7565.75,103.0,1,1,建筑工程,屋顶,屋顶,用板材进行屋顶保温
KAME-NE-KAPU-KARI_KAKAKAME,矿物纤维装饰天花板面板，硬质，直边，防火等级KM1，吸音等级D-E，厚度12毫米,Material,General,平方米,44.15,44.15,44.15,44.15,1,CNY,4547.9,103.0,1,1,维修与施工工作,玻璃、壁纸和贴面工程,饰面工程,更换天花板饰面部件
MEME-TO-KATO-KAPU_KAKAKAME,装饰性塑料板，尺寸2700×250×8毫米,Material,General,平方米,56.45,56.45,56.45,56.45,1,CNY,5813.86,103.0,1,1,维修与施工工作,玻璃、壁纸和贴面工程,饰面工程,更换天花板饰面部件
MEPU-RI-KASA-KANE_KAKAKATO,碱性水基配方涂鸦清除剂,Material,General,千克,55.02,55.02,55.02,55.02,1,CNY,16507.27,300.0,1,1,维修与施工工作,油漆工程,各类工程,清除表面顽固化学污染物
MEPU-RI-KASA-KANE_KAKAKARI,清除表面顽固化学污渍的清洁剂,Material,General,升,40.85,40.85,40.85,40.85,1,CNY,1021.36,25.0,1,1,维修与施工工作,油漆工程,各类工程,清除表面顽固化学污染物
KAME-LI-KAVO-KASA_KAKAKAVO,混凝土和水泥砂浆用聚合物添加剂,Material,General,吨,90391.82,90391.82,90391.82,90391.82,1,CNY,451.96,0.005,1,1,维修与施工工作,抹灰工程,局部抹灰、楼梯间及平台抹灰、装饰性抹灰,使用添加聚合物添加剂的砂浆修补破损处，抹灰厚度不超过10毫米
RITO-TO-KANE-KAME_KAKAKATO,镀锌焊接钢制水气管道螺纹管，轻型，公称直径25毫米，壁厚2.8毫米,Material,General,米,21.84,21.84,21.84,21.84,1,CNY,2250.03,103.0,1,1,维修与施工工作,屋顶、屋面,屋顶、屋面,在屋脊处安装镀锌钢制装置用于固定安全绳
KAME-LI-MEDX-KANE_KAKAMEKA,PRP-40密封垫片,Material,General,千克,45.64,45.64,45.64,45.64,1,CNY,16.15,0.354,1,1,维修与施工工作,屋顶、屋面,屋顶、屋面,薄钢板覆盖层与饰面施工
DXME-MEKA-MEME_SARITO,平面泄漏检测仪，采用矢量成像技术，面积处理能力达50平方米/小时,Equipment,General,台时,5.11,5.11,5.11,5.11,1,CNY,7.15,1.4,1,1,维修与施工工作,屋顶、屋面,屋顶、屋面,软质屋顶防水层检测
DXME-RIME-RIRI_KASAME,电力：消耗量 1.82 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,1.22,1.22,1.22,1.22,1,CNY,18.42,15.1,1,1,维修与施工工作,屋顶、屋面,屋顶、屋面,采用多层油毡卷材翻修屋面
MEVO-RI-KANE-KADX,虹吸管,Abstract Material,General,套,33.07,33.07,33.07,33.07,1,CNY,3307.11,100.0,1,1,维修与施工工作,室内卫生工程,供水与排水,更换卫生设备
MEVO-ME-MEKA-KARI,消防阀门,Abstract Material,General,件,150.65,150.65,150.65,150.65,1,CNY,15065.2,100.0,1,1,维修与施工工作,室内卫生工程,供水与排水,更换管道配件
KASA-TO-KAME-METO,零件,Abstract Material,General,米,188.77,188.77,188.77,188.77,1,CNY,19065.6,101.0,1,1,维修与施工工作,雕花装饰,扶手,扶手宽度不超过250毫米
KASA-TO-KARI-METO,零件,Abstract Material,General,米,105.1,105.1,105.1,105.1,1,CNY,10614.85,101.0,1,1,维修与施工工作,雕花装饰,扶手,扶手宽度不超过250毫米
DXME-KATO-MEDX_KAKAME,电力：消耗量 13.2 千瓦·时/马力·时,Electricity,Electricity,机器运行时间,8.87,8.87,8.87,8.87,1,CNY,53.21,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-MEDX_KAKAME,蓄电池充电整流器，输出电流20-155安培,Equipment,General,台时,20.14,20.14,20.14,20.14,1,CNY,120.83,6.0,1,1,建筑工程,隧道和地铁,维护流程,地下机械回流
DXME-KATO-KARI_KAKARI,电力：耗电量8.25千瓦时/小时,Electricity,Electricity,机器运行时间,5.54,5.54,5.54,5.54,1,CNY,33.26,6.0,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAKARI,局部通风风扇，电机功率至24千瓦,Equipment,General,台时,15.29,15.29,15.29,15.29,1,CNY,91.73,6.0,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMEVO,电力：消耗量 103.95 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,69.84,69.84,69.84,69.84,1,CNY,476.29,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMEVO,中央通风风扇，发动机功率高达315千瓦,Equipment,General,台时,443.73,443.73,443.73,443.73,1,CNY,3026.23,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMELI,电力：消耗量 72.6 千瓦·小时/机器小时,Electricity,Electricity,机器运行时间,48.78,48.78,48.78,48.78,1,CNY,332.65,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMELI,中央通风风扇，发动机功率高达250千瓦,Equipment,General,台时,306.63,306.63,306.63,306.63,1,CNY,2091.2,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMEPU,电力：消耗量 24.75 千瓦·小时/机器小时,Electricity,Electricity,机器运行时间,16.63,16.63,16.63,16.63,1,CNY,113.41,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMEPU,中央通风风扇，电机功率不超过75千瓦,Equipment,General,台时,55.44,55.44,55.44,55.44,1,CNY,378.09,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMETO,电力：消耗量12.21千瓦时/机器小时,Electricity,Electricity,机器运行时间,8.2,8.2,8.2,8.2,1,CNY,55.95,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
DXME-KATO-KARI_KAMETO,中央通风风扇，电机功率不超过40千瓦,Equipment,General,台时,25.63,25.63,25.63,25.63,1,CNY,174.83,6.82,1,1,建筑工程,隧道和地铁,维护流程,通风
RITO-ME-KARI-KANE_KAKATOME,镀锌金属双爪管夹，带橡胶衬垫，用于管道固定，配有水管螺钉，螺钉螺纹直径 M8，螺钉长度 50 毫米，管夹直径 12 至 15 毫米,Material,General,10个,28.57,28.57,28.57,28.57,1,CNY,542.34,18.98,1,1,维修与施工工作,室内卫生工程,燃气供应,室内燃气供应工程系统维修
DXME-MEDX-MERI_KADXME,电力：消耗量 1.82 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,1.22,1.22,1.22,1.22,1,CNY,5.9,4.84,1,1,维修与施工工作,室内卫生工程,中央供暖,基于离子-质子交换缓冲系统的热交换和工程网络物理化学净化
DXME-MEDX-MERI_KADXME,管道物理化学清洗装置，输送量40立方米/小时，扬程45米，功率高达5.5千瓦,Equipment,General,台时,31.64,31.64,31.64,31.64,1,CNY,153.13,4.84,1,1,维修与施工工作,室内卫生工程,中央供暖,基于离子-质子交换缓冲系统的热交换和工程网络物理化学净化
KAME-TO-KASA-MESA,有机基复合试剂，用于清除水垢和腐蚀沉积物,Abstract Material,General,千克,50.79,50.79,50.79,50.79,1,CNY,2068.32,40.72,1,1,维修与施工工作,室内卫生工程,中央供暖,基于离子-质子交换缓冲系统的热交换和工程网络物理化学净化
MEVO-SA-MEKA-KAVO_KAKAMEME,散热器塞,Material,General,件,8.21,8.21,8.21,8.21,1,CNY,820.54,100.0,1,1,维修与施工工作,室内卫生工程,中央供暖,更换散热器塞和安装支架
KAVO-TO-KALI-KAME_KAKATOME,热轧带钢，钢材型号为St3sp、St3ps，尺寸为16x4毫米,Material,General,吨,10569.11,10569.11,10569.11,10569.11,1,CNY,803.25,0.076,1,1,维修与施工工作,室内卫生工程,中央供暖,供暖锅炉维修
DXME-RIME-RIRI_RIDXME,用于清洁管道和供暖系统的气动喷枪，适用于移动式压缩机装置,Equipment,General,台时,0.69,0.69,0.69,0.69,1,CNY,0.13,0.19,1,1,维修与施工工作,室内卫生工程,中央供暖,使用气动喷枪清洗供暖设备的综合作业（供暖期外）
MEVO-ME-MEKA-MEPU,散热器阀门,Abstract Material,General,件,6.83,6.83,6.83,6.83,1,CNY,683.21,100.0,1,1,维修与施工工作,室内卫生工程,中央供暖,更换阀门
MEVO-ME-MEKA-METO,直通式软木塞,Abstract Material,General,件,137.79,137.79,137.79,137.79,1,CNY,13778.71,100.0,1,1,维修与施工工作,室内卫生工程,中央供暖,更换阀门
MEVO-ME-MEKA-KADX,阀门,Abstract Material,General,件,1399.93,1399.93,1399.93,1399.93,1,CNY,139992.94,100.0,1,1,维修与施工工作,室内卫生工程,中央供暖,更换阀门
KAME-ME-KARI-KAVO_KAKAMENE,PMB 帕罗尼特垫片，厚度 3 毫米，直径 300 毫米,Material,General,1000 件,16810.91,16810.91,16810.91,16810.91,1,CNY,1681.09,0.1,1,1,维修与施工工作,室内卫生工程,中央供暖,安装管塞
MEVO-RI-KAME-KASA,洗脸盆,Abstract Material,General,套,637.41,637.41,637.41,637.41,1,CNY,63741.27,100.0,1,1,维修与施工工作,室内卫生工程,供水与排水,更换卫生设备
MERI-ME-KATO-KATO,条状沥青瓦,Abstract Material,General,平方米,68.12,68.12,68.12,68.12,1,CNY,7084.57,104.0,1,1,建筑工程,屋顶,屋顶,各类屋顶的建造
MERI-ME-KATO-KAVO,聚合物填充瓦片,Abstract Material,General,1000 件,16.65,16.65,16.65,16.65,1,CNY,0.0,0.0,1,1,建筑工程,屋顶,屋顶,各类屋顶的建造
KASA-ME-KAME-METO_KAKALIRI,粪便清除通道的钢筋混凝土格栅（格栅地板），B30混凝土，钢筋用量50公斤/立方米,Material,General,立方米,3823.19,3823.19,3823.19,3823.19,1,CNY,3823.19,1.0,1,1,建筑工程,农村建筑结构,畜牧建筑,粪便输送管道覆盖格栅的安装
MEVO-ME-KADX-MEME,冲洗阀,Abstract Material,General,套,20074.74,20074.74,20074.74,20074.74,1,CNY,2007474.47,100.0,1,1,维修与施工工作,室内卫生工程,供水与排水,更换卫生设备
DXME-RIME-KAME_KATOME,电力：消耗量 4.95 千瓦·时/马力·时,Electricity,Electricity,机器运行时间,3.33,3.33,3.33,3.33,1,CNY,3.16,0.95,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,车间间管道金属结构的防腐保护
DXME-RIME-KAME_KATOME,喷涂烘干室,Equipment,General,台时,11.67,11.67,11.67,11.67,1,CNY,11.08,0.95,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,车间间管道金属结构的防腐保护
KAVO-ME-KARI-RISA_KAKARIRI,改良型碎钢砂，粒度0.3毫米,Material,General,吨,13567.61,13567.61,13567.61,13567.61,1,CNY,48.84,0.0036,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,车间间管道金属结构的防腐保护
MEPU-SA-KAPU-KAPU_KAKAKARI,双组分合成树脂基密封胶，用于金属结构和管道的防腐保护，冷施工，涂层厚度1.0毫米时消耗量为0.10-0.12千克/平方米,Material,General,吨,94615.67,94615.67,94615.67,94615.67,1,CNY,1135.39,0.012,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用合成树脂基质的沥青涂料对金属结构和管道进行防腐保护
MEPU-SA-KAPU-KAPU_KAKAKAME,双组分聚氨酯基底漆（底漆）用于保护各种金属结构免受大气腐蚀,Material,General,千克,154.18,154.18,154.18,154.18,1,CNY,2312.74,15.0,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用合成树脂基质的沥青涂料对金属结构和管道进行防腐保护
DXME-RIME-KATO_KAKAME,压力喷射装置，储罐容量2500升，工作压力1.2兆帕,Equipment,General,台时,24.39,24.39,24.39,24.39,1,CNY,8.78,0.36,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-SA-KADX-KANE_KAKAKARI,涂料稀释剂,Material,General,升,81.27,81.27,81.27,81.27,1,CNY,6.64,0.0817,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-SA-KADX-KANE_KAKAKAME,抗涂鸦稀释剂,Material,General,升,43.87,43.87,43.87,43.87,1,CNY,4.43,0.1009,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-PU-KAPU-MEKA_KAMEKARI,双组分聚氨酯-丙烯酸烤漆，B组分,Material,General,升,190.44,190.44,190.44,190.44,1,CNY,11.65,0.0612,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
DXME-MEKA-MEME_MESAKA,用于直径达400毫米管道的远程检测系统,Equipment,General,台时,1.81,1.81,1.81,1.81,1,CNY,2.08,1.15,1,1,维修与施工工作,室内卫生工程,各类工程,采用柔性聚合物软管修复内部排水系统
RIPU-ME-KARI-KAME_KAKATOKA,镀锌金属双爪式管夹，配有两个快速锁扣和橡胶型材，用于固定管道，M10固定螺母，直径198至202毫米,Material,General,件,52.07,52.07,52.07,52.07,1,CNY,1874.35,36.0,1,1,维修与施工工作,室内卫生工程,各类工程,使用柔性聚合物软管修复内部管道
RIPU-ME-KARI-KAME_KAKARILI,镀锌金属双爪式管夹，带两个快速锁扣和橡胶型材，用于固定管道，M10固定螺母，直径159至162毫米,Material,General,件,50.95,50.95,50.95,50.95,1,CNY,1834.31,36.0,1,1,维修与施工工作,室内卫生工程,各类工程,使用柔性聚合物软管修复内部管道
RITO-NE-KAME-KAME,铸铁下水道管,Abstract Material,General,米,226.48,226.48,226.48,226.48,1,CNY,346.51,1.53,1,1,维修与施工工作,室内卫生工程,各类工程,更换屋顶以上污水立管部件
RITO-TO-KANE-KAPU_KAKARIRI,无镀锌焊接钢制水气管道管，无螺纹，轻质，公称直径15毫米，壁厚2.5毫米,Material,General,米,10.08,10.08,10.08,10.08,1,CNY,0.21,0.021,1,1,维修与施工工作,室内卫生工程,燃气供应,室内燃气供应工程系统维修
KAME-LI-KAPU-MEKA_KAKATOTO,钢制涂漆手柄夹，长度100毫米,Material,General,件,13.38,13.38,13.38,13.38,1,CNY,25.7,1.92,1,1,维修与施工工作,室内卫生工程,燃气供应,室内燃气供应工程系统维修
RITO-ME-KARI-KANE_KAKATOPU,镀锌金属双爪管夹，带橡胶衬垫，用于管道固定，配有管道螺钉，螺钉螺纹直径M8，螺钉长度60毫米，管夹直径32至36毫米,Material,General,10个,39.49,39.49,39.49,39.49,1,CNY,455.7,11.54,1,1,维修与施工工作,室内卫生工程,燃气供应,室内燃气供应工程系统维修
DXME-MEKA-MEME_MEPUKA,用于直径不超过100毫米的聚合物管的液压扩张器,Equipment,General,台时,2.06,2.06,2.06,2.06,1,CNY,6.28,3.04,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,通过在管道中拉伸压缩聚乙烯管的方法修复压力管道
RITO-ME-KARI-KATO_MEKAPUNE,不锈钢支撑环，壁厚3毫米，长度150毫米，外径100毫米,Material,General,件,1187.38,1187.38,1187.38,1187.38,1,CNY,0.0,0.0,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,通过在管道中拉伸压缩聚乙烯管的方法修复压力管道
DXME-RIME-KATO_SAMEME,使用移动式压缩机装置的喷砂机，容量不超过200升，空气消耗量不超过16立方米/分钟，配有用于清洁直径超过900至1500毫米的管道内表面的喷嘴,Equipment,General,台时,10.71,10.71,10.71,10.71,1,CNY,361.64,33.76,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,管道内壁喷砂清理
DXME-RIME-KATO_SAKADX,使用移动式压缩机装置的喷砂设备，容积达200升，空气消耗量达16立方米/分钟，配有直径达200毫米的管道内表面清洁喷嘴,Equipment,General,台时,1.8,1.8,1.8,1.8,1,CNY,14.24,7.89,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,管道内壁喷砂清理
KAVO-ME-KARI-KANE_MEKARIKA,带杠杆螺杆机构和三个止挡的钢制视井盖，井口直径600毫米,Material,General,件,591.68,591.68,591.68,591.68,1,CNY,591.68,1.0,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换井室和舱室部件
KARI-TO-KAME-KARI_MEMEPUKA,天然砂用于道路建设II级，中等，方形筛网,Material,General,立方米,114.53,114.53,114.53,114.53,1,CNY,0.46,0.004,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换井室和舱室部件
KAME-ME-KARI-KAVO_KAMEKANE,PMB石棉垫片，厚度2毫米，直径1400毫米,Material,General,1000 件,83532.15,83532.15,83532.15,83532.15,1,CNY,835.32,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道法兰连接处的垫片
KAME-ME-KARI-KAVO_KAMEKASA,PMB石棉垫片，厚度2毫米，直径1200毫米,Material,General,1000 件,48091.58,48091.58,48091.58,48091.58,1,CNY,480.92,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道法兰连接处的垫片
KAME-ME-KARI-KAVO_KAMEKAPU,PMB石棉垫片，厚度2毫米，直径1000毫米,Material,General,1000 件,40375.41,40375.41,40375.41,40375.41,1,CNY,403.75,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道法兰连接处的垫片
KAME-ME-KARI-KAVO_KAMEKATO,PMB石棉垫片，厚度2毫米，直径800毫米,Material,General,1000 件,32748.87,32748.87,32748.87,32748.87,1,CNY,327.49,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道法兰连接处的垫片
KAME-ME-KARI-KAVO_KAMEKARI,PMB石棉垫片，厚度2毫米，直径700毫米,Material,General,1000 件,26199.15,26199.15,26199.15,26199.15,1,CNY,261.99,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道法兰连接处的垫片
KALI-RI-KALI-MERI_KAKARIVO,辅助用途的金属结构，以厚板钢或型材为主，带孔或无孔，钢材等级C345,Material,General,吨,24601.95,24601.95,24601.95,24601.95,1,CNY,246.02,0.01,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,在现有热室中安装楼梯
MEME-TO-KATO-MELI,聚合物复合材料楼梯,Abstract Material,General,米,638.77,638.77,638.77,638.77,1,CNY,6387.68,10.0,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,在现有热室中安装楼梯
KASA-ME-KAVO-KADX,钢筋混凝土支撑垫块,Abstract Material,General,立方米,4520.13,4520.13,4520.13,4520.13,1,CNY,0.0,0.0,1,1,维修与施工工作,室外工程管网,室外工程管网改造与维修,更换管道下方沟渠底部的钢筋混凝土垫层
DXME-RIME-KATO_KARIME,电力：消耗量 0.89 千瓦时/机器小时,Electricity,Electricity,机器运行时间,0.6,0.6,0.6,0.6,1,CNY,2.99,4.99,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,车间间管道金属结构的防腐保护
DXME-RIME-KATO_KARIME,喷砂室,Equipment,General,台时,9.41,9.41,9.41,9.41,1,CNY,46.97,4.99,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,车间间管道金属结构的防腐保护
DXME-MEDX-KASA_KAKALI,除小直径隧道外，所有隧道中央排水泵，在190米扬程下，流量为200立方米/小时,Equipment,General,台时,66.09,66.09,66.09,66.09,1,CNY,396.54,6.0,1,1,建筑工程,隧道和地铁,维护流程,退潮
DXME-MEDX-KASA_KAKANE,电力：消耗量 24.75 千瓦·小时/机器小时,Electricity,Electricity,机器运行时间,16.63,16.63,16.63,16.63,1,CNY,99.77,6.0,1,1,建筑工程,隧道和地铁,维护流程,退潮
DXME-MEDX-KASA_KAKANE,除小直径隧道外，所有隧道中央排水泵，在76米扬程下，流量为200立方米/小时,Equipment,General,台时,31.96,31.96,31.96,31.96,1,CNY,191.74,6.0,1,1,建筑工程,隧道和地铁,维护流程,退潮
MEPU-PU-KAPU-MEKA_KAMEKAME,双组分聚氨酯-丙烯酸烤漆，A组分,Material,General,升,196.56,196.56,196.56,196.56,1,CNY,48.1,0.2447,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-PU-KAME-KASA_KAMEKARI,基于环氧树脂粘合剂和聚酰胺胺硬化剂的双组分快干底漆，B组分（硬化剂）,Material,General,升,218.06,218.06,218.06,218.06,1,CNY,19.1,0.0876,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-PU-KAME-KASA_KAMEKAME,双组分快干底漆，基于环氧树脂粘合剂和聚酰胺胺固化剂，A组分（基料）,Material,General,升,260.94,260.94,260.94,260.94,1,CNY,91.38,0.3502,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用硝化纤维涂料对金属结构和工艺管道进行防腐保护
MEPU-PU-KAPU-METO_KARIKASA,双组分丙烯酸聚氨酯化学固化清漆,Material,General,升,191.15,191.15,191.15,191.15,1,CNY,57.54,0.301,1,1,建筑工程,建筑结构和设备防腐保护,金属结构和工艺管道的防腐保护,采用改性环氧醇酸树脂涂料对工艺管道进行防腐保护
